ticker,quarter,sector,mgmt_lm_score,mgmt_finbert_score,mgmt_gpt_score_norm,mgmt_gpt_score_intensity_wt,mgmt_lm_uncertainty_score,analyst_lm_score,analyst_finbert_score,analyst_gpt_score_norm,analyst_gpt_score_intensity_wt,analyst_lm_uncertainty_score,div_lm_score,div_finbert_score,div_gpt_score_norm
ADSK,2024Q1,IT,0.06513409961685823,0.3418019592183931,0.3609195402298851,0.9126436781609196,0.06351633365560463,0.14285714285714285,0.1449582612230664,0.0380952380952381,0.10476190476190476,0.07337262167650761,-0.07772304324028462,0.19684369799532672,0.32282430213464697
ADSK,2024Q2,IT,0.15,0.4784170212275866,0.4422222222222222,1.1133333333333333,0.05762500232096319,0.2,0.1437893601134419,0.16,0.32,0.07559752940557893,-0.05000000000000002,0.3346276611141447,0.28222222222222215
ADSK,2024Q3,IT,0.16228070175438594,0.4917417326084289,0.4,1.0657894736842106,0.06167460678596528,0.1,0.1615853362406293,0.08000000000000002,0.13333333333333333,0.0762732813204636,0.062280701754385936,0.3301563963677996,0.32
AKAM,2023Q4,IT,0.1495433789954338,0.28104524406260006,0.2191780821917808,0.6136986301369863,0.08590329842882201,0.1111111111111111,0.022787205937008035,0.09333333333333332,0.22666666666666666,0.08052083561265769,0.03843226788432269,0.258258038125592,0.12584474885844749
AKAM,2024Q1,IT,0.0603448275862069,0.24944088330235462,0.17701149425287357,0.4505747126436782,0.08779199197591347,-0.05555555555555555,0.060907106950051255,-0.15555555555555556,-0.15555555555555556,0.09931513356800711,0.11590038314176246,0.18853377635230337,0.3325670498084291
AKAM,2024Q2,IT,0.11689814814814814,0.4092178788010238,0.3027777777777778,0.7555555555555556,0.07297436876669901,0.03125,0.027322888607159236,0.02500000000000001,0.08750000000000002,0.052273463362617754,0.08564814814814814,0.3818949901938645,0.2777777777777778
AKAM,2024Q3,IT,0.15579710144927536,0.4398291726576407,0.2652173913043478,0.6869565217391305,0.09660796269840331,0.033333333333333326,0.09118413142859934,-0.04,-0.08,0.0317179487179487,0.12246376811594203,0.3486450412290414,0.3052173913043478
ALLE,2023Q4,IT,0.16417910447761194,0.45026924446530975,0.32238805970149254,0.7223880597014926,0.07536799219784163,0.09722222222222221,-0.04859910478504997,0.09999999999999999,0.3,0.04826280769263223,0.06695688225538973,0.4988683492503597,0.22238805970149256
ALLE,2024Q1,IT,0.048611111111111105,0.12409865526327242,0.13333333333333333,0.2833333333333334,0.047831281418103506,0.5,0.1152325198054313,0.0,0.0,0.0588235294117647,-0.4513888888888889,0.008866135457841123,0.13333333333333333
ALLE,2024Q2,IT,0.10294117647058823,0.463252870242714,0.39999999999999997,1.0117647058823531,0.07293748673321472,0.08333333333333333,0.14784812616805235,0.06666666666666667,0.10000000000000002,0.06662588306858554,0.0196078431372549,0.3154047440746617,0.3333333333333333
ALLE,2024Q3,IT,0.1574468085106383,0.42390768261665995,0.3,0.6869565217391305,0.07192099972635586,0.16666666666666666,-0.0038830957685907844,0.06666666666666667,0.16666666666666666,0.015182884748102135,-0.009219858156028354,0.42779077838525076,0.23333333333333334
AMAT,2023Q4,IT,0.18030303030303033,0.5077840091020922,0.38958333333333334,0.9520833333333334,0.06266042582285777,0.1875,0.2029914918821305,0.19999999999999998,0.5499999999999999,0.01,-0.007196969696969674,0.3047925172199617,0.18958333333333335
AMAT,2024Q1,IT,0.14384920634920637,0.46965862391516566,0.4238095238095238,1.0595238095238095,0.05342423551608544,0.14583333333333334,0.42397999693639576,0.39999999999999997,1.05,0.05281071196318871,-0.001984126984126977,0.0456786269787699,0.023809523809523836
AMAT,2024Q2,IT,0.2159090909090909,0.5622274670220743,0.47045454545454546,1.1522727272727273,0.05359033290118387,0.027777777777777776,0.0030995985079142843,0.022222222222222223,0.13333333333333336,0.06225744110304064,0.18813131313131315,0.55912786851416,0.44823232323232326
AMAT,2024Q3,IT,0.16869918699186992,0.5650067580863833,0.4292682926829269,1.0878048780487806,0.062009055438654,0.13725490196078433,0.29184168922331405,0.07058823529411766,0.21176470588235297,0.07311403134293198,0.031444285031085595,0.2731650688630693,0.3586800573888092
AMD,2023Q4,IT,0.1354978354978355,0.37957139160217984,0.34025974025974026,0.942857142857143,0.06504717556651793,0.06666666666666667,0.12205861465384563,0.04,0.14666666666666667,0.04520075857383676,0.06883116883116884,0.2575127769483342,0.3002597402597403
AMD,2024Q1,IT,0.1719409282700422,0.5008193285711393,0.43544303797468353,1.0455696202531646,0.06525532450586616,0.038461538461538464,0.2183021264007458,0.15384615384615385,0.3692307692307693,0.05723352014209441,0.13347938980850374,0.2825172021703935,0.2815968841285297
AMD,2024Q2,IT,0.19111111111111112,0.5355100874478619,0.43333333333333335,1.04,0.06727141978736133,0.16666666666666666,0.21131901773200792,0.18181818181818182,0.36363636363636365,0.0711231850286874,0.024444444444444463,0.324191069715854,0.2515151515151515
AMD,2024Q3,IT,0.24166666666666667,0.5589413638517726,0.4625,1.184375,0.060603250853144455,0.0,0.07951493156344994,0.0,0.06956521739130438,0.06426572149078541,0.24166666666666667,0.4794264322883227,0.4625
AME,2023Q4,Industrials,0.1272893772893773,0.4265200815337536,0.26153846153846155,0.6263736263736264,0.059283363744047086,0.16666666666666666,0.10965950771545367,0.16666666666666666,0.3333333333333333,0.08621755727018883,-0.03937728937728935,0.3168605738182999,0.0948717948717949
AME,2024Q1,Industrials,0.26666666666666666,0.5222429154544241,0.34814814814814815,0.9037037037037038,0.07209608327163271,0.0,-0.15412912052124736,0.09999999999999999,0.39999999999999997,0.02941176470588235,0.26666666666666666,0.6763720359756715,0.24814814814814817
AME,2024Q2,Industrials,0.163,0.2280337436373035,0.112,0.26933333333333337,0.06511831260257164,0.011111111111111108,-0.1120610406001409,-0.013333333333333341,0.039999999999999994,0.031112836438923385,0.1518888888888889,0.3400947842374444,0.12533333333333335
AME,2024Q3,Industrials,0.08805031446540881,0.2983933751699778,0.20800000000000002,0.6040000000000001,0.06760967739902571,0.05555555555555555,-0.011629609805014395,0.11428571428571428,0.2571428571428571,0.0690004331817197,0.03249475890985326,0.3100229849749922,0.09371428571428574
ANET,2023Q4,IT,0.031446540880503145,0.25209050085219853,0.2037735849056604,0.5849056603773585,0.059732674895422506,0.08333333333333333,0.1623996484559029,0.15,0.3,0.05600576934514956,-0.051886792452830184,0.08969085239629562,0.05377358490566039
ANET,2024Q1,IT,0.06510416666666667,0.38258506772399414,0.278125,0.665625,0.06419152223585887,0.0,0.23468860252095117,0.17142857142857143,0.3714285714285714,0.050961510145183575,0.06510416666666667,0.14789646520304298,0.10669642857142858
ANET,2024Q2,IT,0.040880503144654086,0.28002583145005805,0.27169811320754716,0.630188679245283,0.060878228685048524,0.1111111111111111,0.1791184791881177,0.07777777777777778,0.18888888888888888,0.05382432078810119,-0.07023060796645703,0.10090735226194034,0.19392033542976939
ANET,2024Q3,IT,0.10507246376811594,0.40444289018278534,0.34347826086956523,0.8869565217391304,0.07430602006594514,0.08333333333333333,0.06473892445986466,0.06666666666666667,0.13333333333333333,0.08201403118906703,0.021739130434782608,0.33970396572292066,0.2768115942028986
AOS,2023Q4,Industrials,0.16772151898734178,0.4641840158006813,0.2759493670886076,0.7113924050632912,0.06946436021031994,0.125,0.007448335527442361,-0.025,-0.05,0.0532134532134532,0.04272151898734178,0.45673568027323896,0.30094936708860764
AOS,2024Q1,Industrials,0.07948717948717948,0.3539991446985648,0.20307692307692307,0.5261538461538462,0.07475924710278904,-0.07142857142857142,-0.3465754474912371,-0.08571428571428573,-0.08571428571428573,0.06198142942328987,0.1509157509157509,0.7005745921898019,0.2887912087912088
AOS,2024Q2,Industrials,0.08602150537634408,0.21635960813070979,0.14838709677419354,0.3903225806451613,0.0779613677906562,0.042857142857142864,0.012490940679396887,0.14285714285714285,0.3714285714285714,0.07638672160518377,0.043164362519201215,0.2038686674513129,0.0055299539170506895
AOS,2024Q3,Industrials,0.04365079365079365,0.15902929321404488,-0.006349206349206351,-0.06031746031746032,0.0712270901204356,0.0,-0.07328675803728402,0.125,0.275,0.04603675176677612,0.04365079365079365,0.2323160512513289,-0.13134920634920635
APH,2023Q4,IT,0.15784313725490196,0.29226314633646433,0.25411764705882356,0.68,0.05659974359301011,0.18518518518518517,-0.08160114521160725,0.1111111111111111,0.3111111111111111,0.0634728931830381,-0.02734204793028322,0.37386429154807155,0.14300653594771245
APH,2024Q1,IT,0.1984313725490196,0.4819377610788626,0.3458823529411765,0.8329411764705884,0.06271564395618501,0.38888888888888884,0.05013229760030904,0.0,0.06666666666666667,0.03333333333333333,-0.19045751633986924,0.4318054634785536,0.3458823529411765
APH,2024Q2,IT,0.18449074074074073,0.4244277505721483,0.28611111111111115,0.8055555555555556,0.0614331510409401,0.1,0.04301656410098072,0.039999999999999994,0.07999999999999999,0.10988150988150987,0.08449074074074073,0.3814111864711676,0.24611111111111117
APH,2024Q3,IT,0.16257861635220128,0.3988355464249287,0.24905660377358493,0.6641509433962265,0.06951701229738418,0.1,0.07987032216042277,0.12,0.24,0.11895445684919367,0.06257861635220127,0.3189652242645059,0.12905660377358494
APP,2023Q4,IT,0.18266666666666664,0.34703702613711357,0.26,0.7240000000000001,0.06124677392370657,-0.16666666666666666,-0.29721955582499504,-0.20000000000000004,-0.20000000000000004,0.03897435897435897,0.3493333333333333,0.6442565819621087,0.4600000000000001
APP,2024Q1,IT,0.274822695035461,0.45476736467173123,0.3829787234042553,0.8936170212765957,0.06465259590256503,0.08,0.3356453318148851,0.07999999999999999,0.2,0.0323766444869808,0.19482269503546096,0.11912203285684614,0.30297872340425536
APP,2024Q2,IT,0.26037037037037036,0.4500565292520656,0.27555555555555555,0.6844444444444444,0.056907159700093954,0.16666666666666666,0.22648900235071776,0.10000000000000002,0.09999999999999998,0.05559605141927191,0.0937037037037037,0.22356752690134782,0.17555555555555552
APP,2024Q3,IT,0.265625,0.4369886581553146,0.3875,1.0,0.06307501156827278,0.2222222222222222,0.22964985109865665,0.2222222222222222,0.5333333333333334,0.071636179724415,0.04340277777777779,0.20733880705665797,0.1652777777777778
AVGO,2023Q4,IT,0.14035087719298245,0.14194405115650674,0.1105263157894737,0.32105263157894737,0.05449769591013748,0.125,0.4326284434646368,0.0,0.025,0.02070752818035425,0.015350877192982448,-0.29068439230813004,0.1105263157894737
AVGO,2024Q1,IT,-0.020833333333333332,0.2126066298418057,0.15833333333333335,0.45,0.08769665472572602,0.4375,0.18493750889319927,0.175,0.625,0.06618613659482331,-0.4583333333333333,0.027669120948606435,-0.016666666666666635
AVGO,2024Q2,IT,0.08173076923076923,0.2907317960545277,0.22307692307692306,0.5653846153846154,0.0798354606322745,0.25,0.19070851694171628,0.2833333333333334,0.7166666666666668,0.07390856929281975,-0.16826923076923078,0.10002327911281142,-0.06025641025641032
AVGO,2024Q3,IT,0.10317460317460317,0.24005336735752367,0.2857142857142857,0.7523809523809525,0.07053949563480334,0.125,0.2581702914321795,0.175,0.425,0.05669177472667172,-0.02182539682539683,-0.018116924074655844,0.11071428571428571
AXON,2023Q4,Industrials,0.1641156462585034,0.44797910049519674,0.4163265306122449,1.0938775510204082,0.05164371555386842,0.03571428571428571,0.1438828532450965,0.15714285714285717,0.39999999999999997,0.035347627406732716,0.1284013605442177,0.3040962472501002,0.25918367346938775
AXON,2024Q1,Industrials,0.1400966183574879,0.4283233505363266,0.4695652173913043,1.1710144927536232,0.06639646553084498,0.08333333333333333,0.04113437157745161,0.09999999999999999,0.21666666666666667,0.056119370825253166,0.05676328502415458,0.387188978958875,0.3695652173913043
AXON,2024Q2,Industrials,0.16666666666666669,0.42558645327094824,0.3612903225806452,1.0258064516129033,0.06114274304544489,0.3125,0.17466745059937233,0.225,0.45,0.04007878151260502,-0.14583333333333331,0.2509190026715759,0.1362903225806452
AXON,2024Q3,Industrials,0.15073529411764705,0.3919982467641068,0.3294117647058824,0.8558823529411765,0.055698099625533626,0.35185185185185186,0.17612236386371982,0.08888888888888886,0.26666666666666666,0.07627185555503475,-0.2011165577342048,0.21587588290038695,0.24052287581699355
BA,2023Q4,Industrials,0.08139534883720931,0.28006323516845355,0.31627906976744186,0.7488372093023257,0.05471950270345933,0.19444444444444442,0.18009641580283642,0.13333333333333333,0.26666666666666666,0.03479327186223735,-0.11304909560723511,0.09996681936561713,0.18294573643410852
BA,2024Q1,Industrials,0.11611721611721612,0.3285263466935318,0.2923076923076923,0.6681318681318682,0.05648355870556296,-0.15,-0.005169231723994033,-0.04,-0.04,0.04583006535947711,0.2661172161172161,0.33369557841752584,0.3323076923076923
BA,2024Q2,Industrials,0.1398148148148148,0.39805289728489396,0.3222222222222222,0.7111111111111111,0.0552862079124391,0.1282051282051282,0.071713776112749,0.04615384615384615,0.1846153846153846,0.06313888233796698,0.011609686609686615,0.326339121172145,0.27606837606837603
BA,2024Q3,Industrials,0.10666666666666667,0.3490081783570349,0.1706666666666667,0.4106666666666667,0.05721593687464677,0.041666666666666664,0.01799440934943654,0.06666666666666667,0.21666666666666665,0.07070514024686099,0.065,0.3310137690075984,0.10400000000000002
BR,2023Q4,Industrials,0.27204301075268816,0.5318497296933445,0.4559139784946236,1.096774193548387,0.0717471761817438,0.16666666666666666,0.066165124066174,0.0,0.06666666666666667,0.012820512820512801,0.1053763440860215,0.4656846056271705,0.4559139784946236
BR,2024Q1,Industrials,0.3278856526429342,0.6060098733264699,0.47378640776699027,1.1242718446601943,0.07203586729630443,0.0,0.02836063923314215,0.0,0.0,0.0476190476190476,0.3278856526429342,0.5776492340933278,0.47378640776699027
BR,2024Q2,Industrials,0.27163721158566523,0.5972222979804597,0.3896907216494845,1.0371134020618558,0.0694208115631145,0.27777777777777773,0.24890790212278557,0.3,0.7333333333333334,0.04958550636845207,-0.0061405661921125065,0.3483143958576741,0.0896907216494845
BR,2024Q3,Industrials,0.29545454545454547,0.5837031455470644,0.44545454545454544,1.121212121212121,0.08078742233111597,0.14285714285714285,0.3938389576173254,0.17142857142857146,0.2857142857142857,0.11043678543678541,0.15259740259740262,0.18986418792973897,0.27402597402597395
CARR,2023Q4,Industrials,0.11469534050179211,0.29666234498282756,0.24086021505376345,0.6215053763440861,0.05648910305908918,0.25,0.08103664126247165,0.13333333333333333,0.26666666666666666,0.05504201680672268,-0.13530465949820789,0.21562570372035592,0.10752688172043012
CARR,2024Q1,Industrials,0.0911111111111111,0.30719477040693166,0.30933333333333335,0.7893333333333333,0.04970146789233394,0.045454545454545456,0.2075850429352034,0.1272727272727273,0.34545454545454546,0.07610244262694352,0.045656565656565645,0.09960972747172825,0.18206060606060606
CARR,2024Q2,Industrials,0.14189189189189189,0.35383169497740835,0.3,0.7216216216216217,0.05518307987933633,0.07407407407407407,0.061347309293018445,-1.2335811384723961e-17,-0.04444444444444443,0.07123103469384696,0.06781781781781782,0.2924843856843899,0.3
CARR,2024Q3,Industrials,0.10110062893081762,0.3328150557969117,0.27169811320754716,0.6716981132075472,0.05464292087046324,0.16666666666666666,0.07333359380977018,0.022222222222222223,0.044444444444444446,0.03940233332390194,-0.06556603773584904,0.2594814619871415,0.24947589098532494
CAT,2023Q4,Industrials,0.15246913580246912,0.5501750108544473,0.2977777777777778,0.7570370370370371,0.08187570136922985,0.17777777777777776,0.018491757847368694,0.0,0.013333333333333338,0.08717238208414677,-0.025308641975308632,0.5316832530070786,0.2977777777777778
CAT,2024Q1,Industrials,0.10789473684210527,0.44340827988558695,0.2778947368421053,0.6589473684210526,0.07667837752560974,0.05555555555555555,-0.2106918622222212,-0.28888888888888886,-0.4888888888888888,0.08455548353680778,0.05233918128654971,0.6541001421078081,0.5667836257309942
CAT,2024Q2,Industrials,0.12590579710144925,0.31733927996727923,0.19999999999999998,0.5304347826086957,0.07073222184641108,0.09090909090909091,0.09846581383184949,-0.03636363636363637,0.07272727272727274,0.05832475092182135,0.03499670619235834,0.21887346613542974,0.23636363636363636
CAT,2024Q3,Industrials,0.10416666666666667,0.3845291094282099,0.20625000000000002,0.5625,0.08094204222438146,0.11904761904761904,0.02046535004462513,0.07142857142857142,0.15714285714285717,0.06178245721805707,-0.01488095238095237,0.36406375938358476,0.1348214285714286
CDNS,2023Q4,IT,0.10337552742616032,0.2852466600192593,0.17721518987341772,0.4784810126582279,0.05834136508317616,0.16666666666666666,0.02255768215076788,-0.044444444444444446,-0.06666666666666668,0.04489453336362696,-0.06329113924050633,0.26268897786849144,0.22165963431786218
CDNS,2024Q1,IT,0.10833333333333332,0.2990050467130329,0.2857142857142857,0.6914285714285714,0.0553254792661371,0.07894736842105263,0.2038483180987992,0.0736842105263158,0.1368421052631579,0.06801880248636306,0.029385964912280696,0.09515672861423372,0.2120300751879699
CDNS,2024Q2,IT,0.08536585365853659,0.3197781970474596,0.25365853658536586,0.6536585365853659,0.07543416789091797,0.14444444444444443,0.06568653440723814,-0.026666666666666665,0.13333333333333333,0.07806045161729316,-0.05907859078590784,0.2540916626402214,0.28032520325203253
CDNS,2024Q3,IT,0.1758169934640523,0.3863102681569609,0.2851063829787234,0.7361702127659575,0.05825454240352485,0.20833333333333331,0.058664667631753445,0.05,0.16,0.05033236758715225,-0.032516339869281013,0.32764560052520747,0.23510638297872344
CDW,2023Q4,IT,0.184375,0.31171752555528653,0.205,0.49749999999999994,0.05834349096985203,0.09090909090909091,-0.06188179992816668,0.05454545454545456,0.2,0.04263696074040899,0.0934659090909091,0.3735993254834532,0.15045454545454542
CDW,2024Q1,IT,0.1875,0.37815495163279894,0.09722222222222222,0.23888888888888887,0.06300623341187143,0.05555555555555555,0.035315884691145674,-0.06666666666666668,-0.1111111111111111,0.0917008016399497,0.13194444444444445,0.3428390669416533,0.16388888888888892
CDW,2024Q2,IT,0.11103603603603604,0.29610954183531374,0.11081081081081083,0.2702702702702703,0.06382723249442215,0.07142857142857142,0.149120535302375,-0.07142857142857142,-0.11428571428571428,0.09516977913981449,0.039607464607464615,0.14698900653293873,0.18223938223938224
CDW,2024Q3,IT,0.14479166666666665,0.30619087783270516,0.08750000000000001,0.19062500000000002,0.07064304904569607,0.2916666666666667,-0.04141306473563115,0.0,0.0,0.06825489325489324,-0.14687500000000003,0.3476039425683363,0.08750000000000001
CHRW,2023Q4,Industrials,0.19076479076479075,0.2806515425627092,0.16969696969696968,0.5303030303030303,0.07318459072298719,0.25,0.2899397781584412,-0.05,0.05,0.11171442936148818,-0.05923520923520925,-0.009288235595731997,0.21969696969696967
CHRW,2024Q1,Industrials,0.22157434402332363,0.4382715064709132,0.3183673469387755,0.8367346938775511,0.0777858003125633,0.0,0.12265998055227105,0.1,0.25,0.024305555555555525,0.22157434402332363,0.3156115259186421,0.2183673469387755
CHRW,2024Q2,Industrials,0.19773242630385487,0.4280036440015667,0.29767441860465116,0.8093023255813953,0.07317517904745816,0.25,0.3031060947105288,0.15000000000000002,0.30000000000000004,0.05069659442724457,-0.052267573696145125,0.12489754929103791,0.14767441860465114
CHRW,2024Q3,Industrials,0.2149122807017544,0.47241916974777715,0.37894736842105264,0.8947368421052632,0.07638368925455735,0.11666666666666665,0.06538332449272272,0.08,0.18,0.098082950007269,0.09824561403508773,0.40703584525505443,0.29894736842105263
CHTR,2023Q4,IT,0.14270833333333333,0.2880632277010591,0.15625,0.49375,0.08094791343270821,0.05555555555555555,0.13004148741149238,0.022222222222222216,0.06666666666666667,0.08235878742414687,0.08715277777777777,0.1580217402895667,0.13402777777777777
CHTR,2024Q1,IT,0.17195767195767198,0.42682869349502855,0.30158730158730157,0.7777777777777779,0.07154218537313688,0.1,0.13688686378300188,-0.2,-0.4,0.0871696724328303,0.07195767195767197,0.28994182971202664,0.5015873015873016
CHTR,2024Q2,IT,0.1092896174863388,0.3455944773283039,0.1901639344262295,0.48852459016393446,0.07511320196552221,0.0,0.025874518789350976,-9.25185853854297e-18,0.033333333333333326,0.0904243529243529,0.1092896174863388,0.3197199585389529,0.1901639344262295
CHTR,2024Q3,IT,0.08333333333333333,0.19798350741142684,0.18082191780821916,0.463013698630137,0.050256682224859524,0.06666666666666667,0.26493833428248764,0.2,0.45999999999999996,0.09655821371610844,0.016666666666666663,-0.0669548268710608,-0.019178082191780854
CIEN,2023Q4,IT,0.18497652582159624,0.27804785788478986,0.23636363636363636,0.6654545454545455,0.06807775905649059,0.030303030303030307,-0.0736516019837423,-0.05714285714285715,-0.08571428571428572,0.05518179081709707,0.15467349551856593,0.3516994598685322,0.2935064935064935
